gene,chr,strand,tss,pileup,utr,transcript
ENSMUSG00000022476,15,-,81926180,59,284,ENSMUST00000023113
ENSMUSG00000022477,15,+,81872509,1850,4,ENSMUST00000135198
ENSMUSG00000022484,15,+,102966572,7,286,ENSMUST00000001699
ENSMUSG00000022488,15,+,103453854,23,26,ENSMUST00000229127
ENSMUSG00000022489,15,+,103503007,148,27,ENSMUST00000227925
ENSMUSG00000022490,15,-,103537971,408,93,ENSMUST00000023133
ENSMUSG00000022491,15,-,103565059,2,28,ENSMUST00000228895
ENSMUSG00000022498,16,-,11134608,45,99,ENSMUST00000155221
ENSMUSG00000022503,16,+,10411959,68,18,ENSMUST00000140157
ENSMUSG00000022507,16,+,8830140,321,320,ENSMUST00000023150
ENSMUSG00000022512,16,-,26371808,62,182,ENSMUST00000023154
ENSMUSG00000022516,16,+,4939132,206,9,ENSMUST00000229961
ENSMUSG00000022517,16,+,4886268,306,118,ENSMUST00000230990
ENSMUSG00000022528,16,+,30065349,165,242,ENSMUST00000023171
ENSMUSG00000022529,16,+,3744133,68,242,ENSMUST00000023176
ENSMUSG00000022537,16,-,30550563,50,64,ENSMUST00000144001
ENSMUSG00000022538,16,-,30587549,89,13,ENSMUST00000143170
ENSMUSG00000022540,16,-,5013511,1484,4,ENSMUST00000023191
ENSMUSG00000022545,16,+,13109917,78,18,ENSMUST00000023206
ENSMUSG00000022546,15,+,76696750,25,108,ENSMUST00000229734
ENSMUSG00000022550,15,+,76576420,60,63,ENSMUST00000160784
ENSMUSG00000022551,15,+,76343553,398,11,ENSMUST00000229013
ENSMUSG00000022552,15,-,76350680,103,2,ENSMUST00000160560
ENSMUSG00000022554,15,+,76368931,21,25,ENSMUST00000023213
ENSMUSG00000022555,15,-,76511823,64,42,ENSMUST00000023214
ENSMUSG00000022556,15,+,76477449,248,152,ENSMUST00000228371
ENSMUSG00000022557,15,-,76477240,178,19,ENSMUST00000023217
ENSMUSG00000022559,15,-,76538732,66,16,ENSMUST00000023219
ENSMUSG00000022561,15,+,76331355,131,35,ENSMUST00000164972
ENSMUSG00000022568,15,-,76069708,53,321,ENSMUST00000002603
ENSMUSG00000022571,15,-,75921467,39,1,ENSMUST00000053918
ENSMUSG00000022574,15,-,75894250,18,8,ENSMUST00000023237
ENSMUSG00000022579,15,+,75596667,3,12,ENSMUST00000023243
ENSMUSG00000022580,15,+,75704311,24,83,ENSMUST00000149407
ENSMUSG00000022582,15,+,75155345,4,300,ENSMUST00000190262
ENSMUSG00000022583,15,+,75268434,13,296,ENSMUST00000023247
ENSMUSG00000022586,15,-,74983346,2,287,ENSMUST00000023250
ENSMUSG00000022601,16,+,55973831,165,52,ENSMUST00000183440
ENSMUSG00000022602,15,-,74672552,817,180,ENSMUST00000110009
ENSMUSG00000022604,16,-,55934828,80,33,ENSMUST00000122280
ENSMUSG00000022610,15,-,89140554,3,82,ENSMUST00000088827
ENSMUSG00000022614,15,-,89355585,18,136,ENSMUST00000229111
ENSMUSG00000022617,15,-,89429892,60,292,ENSMUST00000023289
ENSMUSG00000022619,15,+,89454048,543,173,ENSMUST00000023291
ENSMUSG00000022620,15,-,89476143,88,421,ENSMUST00000165199
ENSMUSG00000022623,15,+,89499640,272,217,ENSMUST00000039074
ENSMUSG00000022629,15,-,91049825,431,123,ENSMUST00000067205
ENSMUSG00000022634,15,-,93336804,125,22,ENSMUST00000133736
ENSMUSG00000022656,16,-,46496948,145,174,ENSMUST00000096052
ENSMUSG00000022658,16,-,45724391,272,85,ENSMUST00000096057
ENSMUSG00000022661,16,-,45409004,266,137,ENSMUST00000023341
ENSMUSG00000022664,16,-,45158650,299,487,ENSMUST00000114600
ENSMUSG00000022668,16,-,44746339,44,2,ENSMUST00000162512
ENSMUSG00000022671,16,-,15863302,76,379,ENSMUST00000229680
ENSMUSG00000022672,16,+,15637882,109,7,ENSMUST00000023352
ENSMUSG00000022673,16,-,15637341,36,161,ENSMUST00000023353
ENSMUSG00000022674,16,-,15594480,170,5,ENSMUST00000115776
ENSMUSG00000022676,16,+,14705862,12,112,ENSMUST00000023356
ENSMUSG00000022677,16,-,14317331,213,10,ENSMUST00000023357
ENSMUSG00000022679,16,+,13940676,197,38,ENSMUST00000143697
ENSMUSG00000022680,16,-,13903100,75,165,ENSMUST00000023361
ENSMUSG00000022681,16,+,13819334,283,22,ENSMUST00000023362
ENSMUSG00000022682,16,+,13780750,165,7,ENSMUST00000023363
ENSMUSG00000022685,16,-,13668135,86,106,ENSMUST00000229042
ENSMUSG00000022696,16,-,44332632,76,104,ENSMUST00000047446
ENSMUSG00000022698,16,+,44139854,215,250,ENSMUST00000161326
ENSMUSG00000022701,16,+,43889929,32,62,ENSMUST00000122014
ENSMUSG00000022702,16,+,18877260,62,223,ENSMUST00000004222
ENSMUSG00000022706,16,-,18876631,60,108,ENSMUST00000023391
ENSMUSG00000022711,16,+,8637747,77,28,ENSMUST00000023396
ENSMUSG00000022715,16,-,8425126,13,474,ENSMUST00000023400
ENSMUSG00000022721,16,+,18249013,92,218,ENSMUST00000115640
ENSMUSG00000022742,16,+,58670334,154,94,ENSMUST00000060077
ENSMUSG00000022749,16,-,57231368,137,2,ENSMUST00000228172
ENSMUSG00000022751,16,-,57167311,30,24,ENSMUST00000023432
ENSMUSG00000022752,16,+,57121754,649,108,ENSMUST00000166897
ENSMUSG00000022759,16,-,17561226,15,15,ENSMUST00000100123
ENSMUSG00000022760,16,-,17531051,43,194,ENSMUST00000100125
ENSMUSG00000022761,16,+,17508974,303,54,ENSMUST00000023444
ENSMUSG00000022762,16,+,81200687,145,227,ENSMUST00000067602
ENSMUSG00000022765,16,+,17406068,97,55,ENSMUST00000023449
ENSMUSG00000022766,16,+,17336297,28,14,ENSMUST00000023450
ENSMUSG00000022769,16,-,17132336,85,26,ENSMUST00000023453
ENSMUSG00000022771,16,-,17111207,303,33,ENSMUST00000164458
ENSMUSG00000022774,16,+,31948609,254,41,ENSMUST00000023460
ENSMUSG00000022789,16,-,16358927,214,62,ENSMUST00000230980
ENSMUSG00000022790,16,+,38902352,102,156,ENSMUST00000023478
ENSMUSG00000022799,16,-,38712849,28,176,ENSMUST00000023487
ENSMUSG00000022800,16,+,32877826,214,68,ENSMUST00000171325
ENSMUSG00000022801,16,+,32914136,153,6,ENSMUST00000164486
ENSMUSG00000022802,16,+,33062536,48,13,ENSMUST00000023497
ENSMUSG00000022805,16,-,38341810,16,33,ENSMUST00000023501
ENSMUSG00000022808,16,+,33251451,339,10,ENSMUST00000023502
ENSMUSG00000022814,16,-,33966994,40,13,ENSMUST00000023510
ENSMUSG00000022816,16,+,37777070,106,224,ENSMUST00000114763
ENSMUSG00000022817,16,+,33829708,27,253,ENSMUST00000069345
ENSMUSG00000022820,16,-,37654364,490,5,ENSMUST00000023514
ENSMUSG00000022842,16,+,20629832,37,177,ENSMUST00000003898
ENSMUSG00000022843,16,-,20716103,151,108,ENSMUST00000007207
ENSMUSG00000022844,16,-,35490816,12,52,ENSMUST00000023550
ENSMUSG00000022848,16,-,35769360,155,119,ENSMUST00000023554
ENSMUSG00000022849,16,+,35770413,42,63,ENSMUST00000023555
ENSMUSG00000022855,16,+,22009541,427,101,ENSMUST00000023561
ENSMUSG00000022856,16,-,21947535,41,49,ENSMUST00000023562
ENSMUSG00000022858,16,-,22265915,272,139,ENSMUST00000162413
ENSMUSG00000022865,16,+,78301750,43,82,ENSMUST00000114229
ENSMUSG00000022867,16,+,77013761,88,335,ENSMUST00000023580
ENSMUSG00000022868,16,+,22891777,4,338,ENSMUST00000023583
ENSMUSG00000022876,16,-,75909231,12,45,ENSMUST00000114239
ENSMUSG00000022881,16,-,23127714,23,184,ENSMUST00000023598
ENSMUSG00000022884,16,+,23107764,3174,28,ENSMUST00000115341
ENSMUSG00000022889,16,-,84735221,193,4,ENSMUST00000116584
ENSMUSG00000022892,16,-,85173694,3056,136,ENSMUST00000227021
ENSMUSG00000022893,16,-,85803093,136,383,ENSMUST00000023610
ENSMUSG00000022898,16,-,94526405,74,11,ENSMUST00000023615
ENSMUSG00000022911,16,-,62846963,51,220,ENSMUST00000089289
ENSMUSG00000022912,16,+,62854340,41,89,ENSMUST00000023629
ENSMUSG00000022913,16,-,95990907,88,17,ENSMUST00000023630
ENSMUSG00000022914,16,-,96082426,175,124,ENSMUST00000153398
ENSMUSG00000022935,16,-,88290201,73,499,ENSMUST00000227986
ENSMUSG00000022940,16,-,94370647,66,217,ENSMUST00000113910
ENSMUSG00000022947,16,+,93683240,36,85,ENSMUST00000039620
ENSMUSG00000022949,16,+,92498150,107,304,ENSMUST00000023670
ENSMUSG00000022951,16,-,92466123,67,45,ENSMUST00000060005
ENSMUSG00000022956,16,-,91931569,353,14,ENSMUST00000023677
ENSMUSG00000022960,16,-,91688722,23,10,ENSMUST00000139324
ENSMUSG00000022961,16,+,91647889,1357,19,ENSMUST00000122302
ENSMUSG00000022965,16,+,91547099,393,64,ENSMUST00000023687
ENSMUSG00000022967,16,+,91485268,92,76,ENSMUST00000023689
ENSMUSG00000022972,16,-,90934824,151,104,ENSMUST00000125519
ENSMUSG00000022974,16,-,91044387,147,33,ENSMUST00000118522
ENSMUSG00000022978,16,-,90727331,36,59,ENSMUST00000099554
ENSMUSG00000022982,16,+,90220768,249,90,ENSMUST00000023707
ENSMUSG00000022983,16,-,90284446,139,414,ENSMUST00000163419
ENSMUSG00000022992,15,-,98534261,64,493,ENSMUST00000230542
ENSMUSG00000022995,1,-,182019932,225,398,ENSMUST00000193703
ENSMUSG00000022999,15,-,98918030,17,109,ENSMUST00000023736
ENSMUSG00000023004,15,-,98934427,2136,92,ENSMUST00000077577
ENSMUSG00000023008,15,-,99370361,22,59,ENSMUST00000081224
ENSMUSG00000023011,15,-,99527679,1529,85,ENSMUST00000023750
ENSMUSG00000023018,15,+,99702310,264,12,ENSMUST00000023759
ENSMUSG00000023019,15,+,99717597,607,11,ENSMUST00000162194
ENSMUSG00000023021,15,-,99772407,91,28,ENSMUST00000109035
ENSMUSG00000023025,15,+,99972858,69,108,ENSMUST00000100206
ENSMUSG00000023026,15,+,100038668,315,142,ENSMUST00000100203
ENSMUSG00000023032,15,+,100761785,131,145,ENSMUST00000161564
ENSMUSG00000023043,15,+,102028232,40,47,ENSMUST00000023803
ENSMUSG00000023051,15,+,102518472,41,78,ENSMUST00000131184
ENSMUSG00000023064,14,-,34374640,70,60,ENSMUST00000023826
ENSMUSG00000023066,18,+,88972037,26,11,ENSMUST00000023828
ENSMUSG00000023068,10,+,52417577,57,165,ENSMUST00000023830
ENSMUSG00000023072,7,+,35397076,30,92,ENSMUST00000079414
ENSMUSG00000023075,4,-,123750249,172,85,ENSMUST00000102636
ENSMUSG00000023084,3,-,87748545,4,81,ENSMUST00000023846
ENSMUSG00000023087,3,+,51224935,270,169,ENSMUST00000167780
ENSMUSG00000023088,16,+,14361595,194,1,ENSMUST00000147759
ENSMUSG00000023089,6,-,24527548,638,2,ENSMUST00000118558
ENSMUSG00000023094,2,+,19371679,141,4,ENSMUST00000023856
ENSMUSG00000023104,5,+,134582782,60,7,ENSMUST00000023867
ENSMUSG00000023110,14,-,54517359,94,3,ENSMUST00000147214
ENSMUSG00000023143,16,-,5203983,34,1,ENSMUST00000023911
ENSMUSG00000023147,16,+,96145434,281,43,ENSMUST00000135448
ENSMUSG00000023165,X,-,8459240,1,94,ENSMUST00000103000
ENSMUSG00000023170,11,+,69914053,131,287,ENSMUST00000116358
ENSMUSG00000023175,10,+,79704511,5005,7,ENSMUST00000179781
ENSMUSG00000023191,6,-,124857695,40,8,ENSMUST00000023958
ENSMUSG00000023206,2,+,11705382,29,466,ENSMUST00000114834
ENSMUSG00000023224,2,-,84774826,110,36,ENSMUST00000023994
ENSMUSG00000023232,4,-,130275544,53,48,ENSMUST00000105996
ENSMUSG00000023235,8,+,4325254,63,20,ENSMUST00000069762
ENSMUSG00000023243,14,-,20181768,8,316,ENSMUST00000024011
ENSMUSG00000023262,9,-,106438337,9,18,ENSMUST00000217531
ENSMUSG00000023272,15,+,88819669,37,43,ENSMUST00000024042
ENSMUSG00000023277,9,+,106203165,94,95,ENSMUST00000187647
ENSMUSG00000023307,19,+,37207571,318,299,ENSMUST00000112391
ENSMUSG00000023336,8,+,119666516,31,25,ENSMUST00000024107
ENSMUSG00000023348,5,-,137314389,7,321,ENSMUST00000024119
ENSMUSG00000023353,5,+,24451966,1124,211,ENSMUST00000197513
ENSMUSG00000023391,2,-,71546740,26,348,ENSMUST00000024159
ENSMUSG00000023403,6,+,49395532,19,72,ENSMUST00000167846
ENSMUSG00000023460,17,-,66519671,443,101,ENSMUST00000167962
ENSMUSG00000023473,9,+,108826069,77,251,ENSMUST00000213524
ENSMUSG00000023571,4,+,155962334,21,245,ENSMUST00000024338
ENSMUSG00000023572,2,+,121008467,168,43,ENSMUST00000099488
ENSMUSG00000023723,11,+,88204428,176,14,ENSMUST00000107915
ENSMUSG00000023755,15,-,98881225,8,24,ENSMUST00000229348
ENSMUSG00000023791,16,-,32099709,62,140,ENSMUST00000215073
ENSMUSG00000023806,17,-,6948305,30,215,ENSMUST00000024572
ENSMUSG00000023809,17,+,7170128,88,217,ENSMUST00000024575
ENSMUSG00000023830,17,-,12769671,65,7,ENSMUST00000161738
ENSMUSG00000023832,17,-,12960700,159,37,ENSMUST00000007005
ENSMUSG00000023861,17,+,8283842,725,49,ENSMUST00000145402
ENSMUSG00000023868,17,+,8525231,58,141,ENSMUST00000136160
ENSMUSG00000023883,17,-,14961270,52,76,ENSMUST00000168938
ENSMUSG00000023886,17,+,14279540,59,176,ENSMUST00000024660
ENSMUSG00000023904,17,+,23673967,1568,16,ENSMUST00000180140
ENSMUSG00000023905,17,-,23677439,22,19,ENSMUST00000024698
ENSMUSG00000023909,17,-,23740313,83,288,ENSMUST00000024702
ENSMUSG00000023912,17,-,43667167,91,165,ENSMUST00000024705
ENSMUSG00000023915,17,+,43016585,420,412,ENSMUST00000024708
ENSMUSG00000023931,17,-,53463296,11,17,ENSMUST00000024725
ENSMUSG00000023932,17,-,45433540,77,105,ENSMUST00000024727
ENSMUSG00000023935,17,-,45474838,17,24,ENSMUST00000024731
ENSMUSG00000023947,17,+,45555727,12,214,ENSMUST00000024742
ENSMUSG00000023951,17,-,46032361,242,471,ENSMUST00000071648
ENSMUSG00000023952,17,+,46161054,167,87,ENSMUST00000172170
ENSMUSG00000023959,17,+,44188622,25,277,ENSMUST00000024755
ENSMUSG00000023965,17,-,63500351,76,334,ENSMUST00000024761
ENSMUSG00000023966,17,-,46144170,119,22,ENSMUST00000024762
ENSMUSG00000023971,17,-,46674293,127,60,ENSMUST00000024766
ENSMUSG00000023972,17,-,46629431,18,109,ENSMUST00000044442
ENSMUSG00000023973,17,-,46752170,139,47,ENSMUST00000121671
ENSMUSG00000023977,17,-,47010519,171,300,ENSMUST00000113337
ENSMUSG00000023984,17,+,47611606,53,73,ENSMUST00000132397
ENSMUSG00000023988,17,-,47611213,101,42,ENSMUST00000024783
ENSMUSG00000023992,17,+,48346487,23,69,ENSMUST00000024791
ENSMUSG00000023999,17,+,49615157,29,80,ENSMUST00000162029
ENSMUSG00000024007,17,-,29263954,28,27,ENSMUST00000024802
ENSMUSG00000024008,17,-,29238119,25,322,ENSMUST00000124917
ENSMUSG00000024013,17,+,29360965,15,128,ENSMUST00000024810
ENSMUSG00000024014,17,+,29490878,15,266,ENSMUST00000024811
ENSMUSG00000024018,17,-,29716981,29,6,ENSMUST00000137079
ENSMUSG00000024026,17,-,30612614,397,63,ENSMUST00000024823
ENSMUSG00000024027,17,+,30901588,21,289,ENSMUST00000114574
ENSMUSG00000024030,17,+,31057730,205,85,ENSMUST00000024829
ENSMUSG00000024033,17,-,31277275,68,20,ENSMUST00000024832
ENSMUSG00000024038,17,+,31520186,362,28,ENSMUST00000046288
ENSMUSG00000024045,17,-,32321132,132,29,ENSMUST00000002699
ENSMUSG00000024054,17,-,71475289,105,125,ENSMUST00000127430
ENSMUSG00000024055,17,-,32947362,45,360,ENSMUST00000075253
ENSMUSG00000024063,17,+,72918322,179,231,ENSMUST00000024857
ENSMUSG00000024064,17,-,73710393,34,334,ENSMUST00000112591
ENSMUSG00000024065,17,+,73804924,322,319,ENSMUST00000024860
ENSMUSG00000024066,17,-,73950142,27,14,ENSMUST00000024866
ENSMUSG00000024067,17,-,74316391,234,312,ENSMUST00000164832
ENSMUSG00000024068,17,+,74338744,87,243,ENSMUST00000225549
ENSMUSG00000024069,17,+,74395640,129,26,ENSMUST00000179074
ENSMUSG00000024070,17,-,79020831,16,15,ENSMUST00000130070
ENSMUSG00000024072,17,+,74489516,209,200,ENSMUST00000024873
ENSMUSG00000024073,17,+,74528530,206,22,ENSMUST00000183224
ENSMUSG00000024077,17,-,78736539,131,52,ENSMUST00000145910
ENSMUSG00000024078,17,+,74717768,183,144,ENSMUST00000024882
ENSMUSG00000024081,17,-,78937036,221,6,ENSMUST00000024885
ENSMUSG00000024082,17,+,78937158,127,7,ENSMUST00000024887
ENSMUSG00000024084,17,+,79052262,137,4,ENSMUST00000040789
ENSMUSG00000024085,17,+,64600732,44,4,ENSMUST00000169668
ENSMUSG00000024091,17,-,65613524,558,226,ENSMUST00000024897
ENSMUSG00000024095,17,-,80062207,84,215,ENSMUST00000184635
ENSMUSG00000024097,17,-,80207292,719,90,ENSMUST00000063417
ENSMUSG00000024099,17,-,66101472,573,7,ENSMUST00000143987
ENSMUSG00000024104,6,+,116208095,311,112,ENSMUST00000203286
ENSMUSG00000024114,17,-,23844108,7,498,ENSMUST00000122936
ENSMUSG00000024118,17,-,24220761,35,21,ENSMUST00000024930
ENSMUSG00000024120,17,-,84790525,240,12,ENSMUST00000112308
ENSMUSG00000024121,17,-,24169407,7991,123,ENSMUST00000024932
ENSMUSG00000024122,17,-,24141543,114,83,ENSMUST00000115407
ENSMUSG00000024134,17,-,85688225,12,273,ENSMUST00000163568
ENSMUSG00000024137,17,-,24455290,36,2,ENSMUST00000226754
ENSMUSG00000024143,17,+,86963298,76,308,ENSMUST00000024956
ENSMUSG00000024146,17,+,87025588,328,72,ENSMUST00000024959
ENSMUSG00000024158,17,+,24850576,159,17,ENSMUST00000154363
ENSMUSG00000024163,17,-,24936935,719,81,ENSMUST00000178969
ENSMUSG00000024165,17,-,24960630,18,19,ENSMUST00000024981
ENSMUSG00000024170,17,-,25115748,26,477,ENSMUST00000115181
ENSMUSG00000024176,17,-,25570673,334,151,ENSMUST00000025003
ENSMUSG00000024180,17,+,26113330,48,120,ENSMUST00000025010
ENSMUSG00000024181,17,+,26123548,149,14,ENSMUST00000025014
ENSMUSG00000024188,17,+,26252972,222,59,ENSMUST00000025023
ENSMUSG00000024190,17,-,26508468,114,145,ENSMUST00000025025
ENSMUSG00000024191,17,+,26781089,55,4,ENSMUST00000015725
ENSMUSG00000024194,17,-,26939467,322,109,ENSMUST00000025027
ENSMUSG00000024208,17,-,27133883,268,6,ENSMUST00000119227
ENSMUSG00000024212,17,-,56935423,65,149,ENSMUST00000025053
ENSMUSG00000024213,17,-,27623447,482,262,ENSMUST00000176876
ENSMUSG00000024217,17,+,27840118,113,44,ENSMUST00000071006
ENSMUSG00000024218,17,-,27907715,168,44,ENSMUST00000114848
ENSMUSG00000024232,18,+,3507964,34,246,ENSMUST00000025075
ENSMUSG00000024234,18,+,4375619,332,3,ENSMUST00000025077
ENSMUSG00000024238,18,+,5591896,123,14,ENSMUST00000025081
ENSMUSG00000024240,18,-,6516066,123,199,ENSMUST00000115870
ENSMUSG00000024241,17,-,80480421,202,498,ENSMUST00000068714
ENSMUSG00000024242,17,-,80728135,319,246,ENSMUST00000112389
ENSMUSG00000024245,17,+,80944646,207,43,ENSMUST00000025092
ENSMUSG00000024246,17,-,81065064,45,4,ENSMUST00000025093
ENSMUSG00000024247,17,+,83215077,11,215,ENSMUST00000170758
ENSMUSG00000024248,17,-,83514310,883,35,ENSMUST00000025095
ENSMUSG00000024253,17,+,84626495,165,74,ENSMUST00000025101
ENSMUSG00000024258,18,+,31789164,132,8,ENSMUST00000025106
ENSMUSG00000024259,18,-,31609892,468,81,ENSMUST00000060396
ENSMUSG00000024261,18,-,31447352,445,185,ENSMUST00000025110
ENSMUSG00000024268,18,-,25753691,118,64,ENSMUST00000025117
ENSMUSG00000024269,18,-,25168665,74,57,ENSMUST00000148255
ENSMUSG00000024271,18,+,24603989,380,6,ENSMUST00000025120
ENSMUSG00000024277,18,+,23804013,678,90,ENSMUST00000165387
ENSMUSG00000024286,18,-,9449954,262,283,ENSMUST00000053917
ENSMUSG00000024287,18,+,9958191,317,2,ENSMUST00000025137
ENSMUSG00000024292,17,-,32917364,13,479,ENSMUST00000179434
ENSMUSG00000024298,17,-,32788252,230,112,ENSMUST00000159086
ENSMUSG00000024300,17,+,33555781,9,73,ENSMUST00000173372
ENSMUSG00000024301,17,+,26916800,8,468,ENSMUST00000078961
ENSMUSG00000024304,18,-,16808470,152,76,ENSMUST00000025166
ENSMUSG00000024308,17,+,33919673,86,15,ENSMUST00000025161
ENSMUSG00000024309,17,-,33940306,296,219,ENSMUST00000174048
ENSMUSG00000024312,17,+,33940694,63,44,ENSMUST00000025170
ENSMUSG00000024317,18,+,21001939,63,121,ENSMUST00000072847
ENSMUSG00000024319,17,+,33955921,78,172,ENSMUST00000173196
ENSMUSG00000024325,17,-,34024639,163,273,ENSMUST00000025183
ENSMUSG00000024327,17,-,34031562,164,304,ENSMUST00000171872
ENSMUSG00000024330,17,+,34039487,33,168,ENSMUST00000087497
ENSMUSG00000024338,17,+,34198382,16,17,ENSMUST00000173441
ENSMUSG00000024346,18,-,36454491,457,6,ENSMUST00000025204
ENSMUSG00000024349,18,-,35739993,34,416,ENSMUST00000115728
ENSMUSG00000024350,18,-,35703089,331,24,ENSMUST00000025208
ENSMUSG00000024352,18,-,35662147,22,19,ENSMUST00000025209
ENSMUSG00000024359,18,-,34954318,764,68,ENSMUST00000025217
ENSMUSG00000024360,18,-,34931944,188,3,ENSMUST00000180351
ENSMUSG00000024370,18,-,34651715,64,8,ENSMUST00000025228
ENSMUSG00000024378,18,-,33213803,18,132,ENSMUST00000119991
ENSMUSG00000024381,18,+,32377266,755,141,ENSMUST00000025239
ENSMUSG00000024382,18,+,32240346,130,48,ENSMUST00000025241
ENSMUSG00000024384,18,+,32067770,51,236,ENSMUST00000025243
ENSMUSG00000024395,18,+,31931506,32,34,ENSMUST00000225404
ENSMUSG00000024397,17,-,35172581,18,42,ENSMUST00000172693
ENSMUSG00000024402,17,-,35204982,1,329,ENSMUST00000025266
ENSMUSG00000024403,17,+,35236737,2188,27,ENSMUST00000068261
ENSMUSG00000024404,18,+,12128770,137,141,ENSMUST00000025270
ENSMUSG00000024410,18,+,12168742,97,59,ENSMUST00000025276
ENSMUSG00000024413,18,-,12236346,177,109,ENSMUST00000025279
ENSMUSG00000024414,11,+,94653785,21,17,ENSMUST00000025278
ENSMUSG00000024422,17,+,35879824,106,88,ENSMUST00000174366
ENSMUSG00000024423,18,+,12972282,686,55,ENSMUST00000025290
ENSMUSG00000024424,18,+,12643799,205,87,ENSMUST00000025294
ENSMUSG00000024425,18,+,38418981,1566,133,ENSMUST00000025293
ENSMUSG00000024426,17,-,35910039,216,4,ENSMUST00000149277
ENSMUSG00000024429,17,+,35979988,185,187,ENSMUST00000087200
ENSMUSG00000024442,18,+,38250281,126,88,ENSMUST00000025314
ENSMUSG00000024454,18,-,37954962,175,49,ENSMUST00000043498
ENSMUSG00000024456,18,-,37935408,102,90,ENSMUST00000115634
ENSMUSG00000024462,17,+,37050646,1166,208,ENSMUST00000174347
ENSMUSG00000024472,18,+,44380509,104,125,ENSMUST00000025350
ENSMUSG00000024474,18,+,36744721,359,52,ENSMUST00000007042
ENSMUSG00000024479,15,+,54571398,486,111,ENSMUST00000025356
ENSMUSG00000024480,18,+,46741930,84,83,ENSMUST00000224622
ENSMUSG00000024483,18,+,36560617,152,121,ENSMUST00000006205
ENSMUSG00000024486,18,-,36515767,26,254,ENSMUST00000025363
ENSMUSG00000024487,18,-,40219337,320,482,ENSMUST00000025364
ENSMUSG00000024491,18,+,42275386,107,148,ENSMUST00000046972
ENSMUSG00000024493,18,-,42262093,175,127,ENSMUST00000097590
ENSMUSG00000024497,18,+,42394577,10,66,ENSMUST00000025374
ENSMUSG00000024498,18,+,42511519,480,8,ENSMUST00000025375
ENSMUSG00000024501,18,-,43393067,96,39,ENSMUST00000025379
ENSMUSG00000024505,18,-,49755559,22,21,ENSMUST00000163590
ENSMUSG00000024507,18,+,50128239,183,113,ENSMUST00000025385
ENSMUSG00000024516,18,+,65800575,517,50,ENSMUST00000153193
ENSMUSG00000024517,18,+,65873505,193,102,ENSMUST00000025395
ENSMUSG00000024524,18,+,67088334,106,194,ENSMUST00000025402
ENSMUSG00000024525,18,+,67289268,25,137,ENSMUST00000025403
ENSMUSG00000024526,18,+,67343703,16,100,ENSMUST00000025404
ENSMUSG00000024527,18,-,67449129,117,128,ENSMUST00000025408
ENSMUSG00000024528,18,+,52465715,132,5,ENSMUST00000025406
ENSMUSG00000024530,18,+,67464888,135,37,ENSMUST00000025411
ENSMUSG00000024533,18,-,67610861,191,71,ENSMUST00000224189
ENSMUSG00000024535,18,+,53245783,52,10,ENSMUST00000165032
ENSMUSG00000024537,18,+,67641620,111,59,ENSMUST00000025418
ENSMUSG00000024538,18,-,53418005,18,49,ENSMUST00000025419
ENSMUSG00000024539,18,-,67724569,96,59,ENSMUST00000122412
ENSMUSG00000024552,18,-,78205929,15,94,ENSMUST00000163367
